연령대,성별,가장_최근_여름_휴가,휴가_장소_국내_해외,domestic_location,overseas_location,주요_교통수단,휴가_기간,함께한_사람,총_비용,만족도,다음_휴가_경험,휴가_장소
30대,남성,맛집 투어,국내,울산,,기차,2~3일,연인,10만~30만 원,만족,기타,울산
30대,여성,문화생활,국내,대전,,버스,1일,친구,10만~30만 원,매우 불만족,도시 관광,대전
30대,여성,휴양·힐링,국내,세종,,기차,15일 이상,가족,30만~50만 원,보통,기타,세종
30대,여성,맛집 투어,해외,,중동,도보,15일 이상,가족,100만~200만 원,매우 불만족,도시 관광,중동
30대,남성,맛집 투어,국내,울산,,자동차,15일 이상,친구,100만~200만 원,매우 만족,문화생활,울산
30대,남성,맛집 투어,국내,대구,,항공편,7~15일,친구,100만~200만 원,매우 불만족,"등산, 캠핑",대구
30대,여성,도시 관광,해외,,서유럽,기차,2~3일,동호회,50만~100만 원,보통,기타,서유럽
30대,남성,휴양·힐링,국내,부산,,항공편,4~6일,친구,10만~30만 원,보통,맛집 투어,부산
30대,여성,"해수욕, 물놀이",해외,,중동,기차,7~15일,연인,50만~100만 원,불만족,친척·지인 방문,중동
30대,여성,휴양·힐링,해외,,북미,자동차,1일,혼자,200만 원 이상,불만족,"등산, 캠핑",북미
30대,남성,휴양·힐링,해외,,동아시아,항공편,4~6일,연인,200만 원 이상,만족,친척·지인 방문,동아시아
30대,여성,기타,해외,,동유럽,항공편,7~15일,가족,10만~30만 원,불만족,기타,동유럽
30대,남성,휴양·힐링,해외,,아프리카,항공편,7~15일,직장 동료,50만~100만 원,보통,문화생활,아프리카
30대,남성,도시 관광,국내,경남,,항공편,4~6일,혼자,10만~30만 원,만족,기타,경남
30대,여성,"해수욕, 물놀이",국내,광주,,버스,2~3일,가족,10만~30만 원,보통,친척·지인 방문,광주
30대,여성,맛집 투어,국내,전남,,기차,7~15일,기타,100만~200만 원,매우 불만족,"해수욕, 물놀이",전남
30대,여성,"해수욕, 물놀이",국내,경북,,도보,15일 이상,연인,200만 원 이상,보통,친척·지인 방문,경북
30대,여성,맛집 투어,국내,서울,,항공편,1일,친구,100만~200만 원,보통,"해수욕, 물놀이",서울
30대,남성,"등산, 캠핑",국내,부산,,버스,15일 이상,연인,100만~200만 원,보통,기타,부산
30대,남성,도시 관광,해외,,아프리카,자동차,1일,기타,200만 원 이상,만족,도시 관광,아프리카
30대,남성,"해수욕, 물놀이",국내,서울,,항공편,7~15일,연인,100만~200만 원,만족,문화생활,서울
30대,남성,도시 관광,해외,,오세아니아,기차,1일,친구,10만 원 이하,보통,"등산, 캠핑",오세아니아
30대,남성,친척·지인 방문,국내,제주,,기차,15일 이상,가족,10만 원 이하,매우 불만족,휴양·힐링,제주
30대,여성,휴양·힐링,해외,,동유럽,기차,2~3일,친구,100만~200만 원,만족,"해수욕, 물놀이",동유럽
30대,남성,"해수욕, 물놀이",해외,,동남아시아,배,4~6일,친구,10만~30만 원,매우 만족,도시 관광,동남아시아
30대,남성,문화생활,국내,서울,,항공편,4~6일,친구,30만~50만 원,불만족,"해수욕, 물놀이",서울
30대,남성,맛집 투어,국내,제주,,배,15일 이상,가족,100만~200만 원,매우 불만족,맛집 투어,제주
30대,남성,친척·지인 방문,국내,전남,,버스,1일,가족,10만~30만 원,매우 만족,"해수욕, 물놀이",전남
30대,남성,친척·지인 방문,해외,,중동,도보,4~6일,연인,50만~100만 원,보통,"등산, 캠핑",중동
30대,남성,도시 관광,해외,,남미,기차,7~15일,연인,10만~30만 원,매우 만족,휴양·힐링,남미
30대,남성,도시 관광,국내,충남,,버스,7~15일,직장 동료,10만 원 이하,보통,맛집 투어,충남
30대,남성,맛집 투어,국내,충남,,버스,2~3일,동호회,10만 원 이하,보통,"등산, 캠핑",충남
30대,여성,문화생활,국내,대구,,배,4~6일,친구,30만~50만 원,불만족,"해수욕, 물놀이",대구
30대,남성,"해수욕, 물놀이",국내,세종,,항공편,4~6일,가족,10만 원 이하,만족,맛집 투어,세종
30대,여성,"해수욕, 물놀이",국내,경남,,도보,2~3일,가족,50만~100만 원,보통,기타,경남
30대,남성,문화생활,국내,강원,,기차,4~6일,친구,200만 원 이상,불만족,도시 관광,강원
30대,여성,도시 관광,국내,광주,,기차,1일,친구,30만~50만 원,만족,친척·지인 방문,광주
30대,여성,맛집 투어,해외,,중동,버스,2~3일,연인,100만~200만 원,매우 불만족,휴양·힐링,중동
30대,남성,문화생활,국내,대구,,기차,1일,연인,200만 원 이상,매우 불만족,문화생활,대구
30대,여성,도시 관광,국내,부산,,배,1일,연인,30만~50만 원,보통,기타,부산
30대,남성,"등산, 캠핑",국내,대구,,배,2~3일,연인,10만 원 이하,매우 만족,"등산, 캠핑",대구
30대,여성,도시 관광,국내,울산,,버스,7~15일,가족,10만 원 이하,보통,기타,울산
30대,남성,도시 관광,국내,충북,,버스,1일,친구,30만~50만 원,불만족,휴양·힐링,충북
30대,남성,맛집 투어,국내,충북,,항공편,7~15일,직장 동료,200만 원 이상,매우 만족,문화생활,충북
30대,남성,맛집 투어,해외,,오세아니아,버스,15일 이상,직장 동료,100만~200만 원,보통,문화생활,오세아니아
30대,남성,맛집 투어,해외,,북미,항공편,2~3일,친구,10만 원 이하,매우 만족,"해수욕, 물놀이",북미
30대,여성,"해수욕, 물놀이",국내,대구,,기차,15일 이상,연인,100만~200만 원,매우 불만족,"등산, 캠핑",대구
30대,남성,맛집 투어,국내,경북,,항공편,2~3일,친구,50만~100만 원,매우 불만족,휴양·힐링,경북
30대,남성,"해수욕, 물놀이",해외,,중동,기차,15일 이상,친구,10만~30만 원,불만족,도시 관광,중동
30대,남성,맛집 투어,해외,,중동,자동차,1일,가족,200만 원 이상,만족,기타,중동
30대,남성,문화생활,해외,,오세아니아,자동차,4~6일,친구,30만~50만 원,보통,휴양·힐링,오세아니아
30대,여성,문화생활,해외,,서유럽,배,7~15일,친구,200만 원 이상,매우 불만족,맛집 투어,서유럽
30대,여성,문화생활,해외,,중동,도보,7~15일,친구,100만~200만 원,만족,도시 관광,중동
30대,남성,도시 관광,국내,부산,,도보,1일,연인,50만~100만 원,불만족,문화생활,부산
30대,여성,"해수욕, 물놀이",국내,충북,,자동차,15일 이상,연인,10만 원 이하,매우 만족,문화생활,충북
30대,여성,맛집 투어,국내,강원,,기차,4~6일,연인,30만~50만 원,만족,문화생활,강원
30대,여성,맛집 투어,해외,,동남아시아,버스,7~15일,연인,100만~200만 원,보통,기타,동남아시아
30대,남성,문화생활,해외,,동아시아,자동차,1일,친구,50만~100만 원,매우 불만족,맛집 투어,동아시아
30대,여성,휴양·힐링,해외,,북미,버스,7~15일,가족,50만~100만 원,불만족,문화생활,북미
30대,여성,맛집 투어,국내,경남,,배,4~6일,친구,10만~30만 원,보통,친척·지인 방문,경남
30대,남성,"해수욕, 물놀이",국내,강원,,항공편,2~3일,가족,10만 원 이하,불만족,맛집 투어,강원
30대,여성,휴양·힐링,해외,,아프리카,배,7~15일,친구,10만~30만 원,만족,휴양·힐링,아프리카
30대,남성,"해수욕, 물놀이",국내,충남,,기차,4~6일,연인,10만~30만 원,불만족,문화생활,충남
30대,남성,도시 관광,국내,전북,,버스,15일 이상,가족,100만~200만 원,불만족,도시 관광,전북
30대,남성,도시 관광,국내,인천,,도보,7~15일,가족,200만 원 이상,불만족,휴양·힐링,인천
30대,여성,문화생활,해외,,동남아시아,항공편,1일,친구,30만~50만 원,매우 불만족,휴양·힐링,동남아시아
30대,남성,도시 관광,국내,대구,,기차,7~15일,기타,10만~30만 원,매우 만족,휴양·힐링,대구
30대,여성,휴양·힐링,해외,,남미,버스,1일,친구,10만 원 이하,매우 불만족,친척·지인 방문,남미
30대,남성,문화생활,국내,세종,,버스,15일 이상,가족,200만 원 이상,매우 불만족,"해수욕, 물놀이",세종
30대,여성,맛집 투어,해외,,동아시아,자동차,15일 이상,친구,30만~50만 원,매우 만족,도시 관광,동아시아
30대,여성,"해수욕, 물놀이",국내,전북,,기차,1일,가족,10만~30만 원,매우 만족,맛집 투어,전북
30대,남성,"해수욕, 물놀이",국내,광주,,기차,1일,연인,50만~100만 원,매우 불만족,기타,광주
30대,남성,휴양·힐링,해외,,오세아니아,버스,15일 이상,친구,30만~50만 원,매우 만족,"해수욕, 물놀이",오세아니아
30대,여성,문화생활,국내,대구,,버스,2~3일,연인,100만~200만 원,만족,문화생활,대구
30대,여성,문화생활,국내,경북,,기차,4~6일,가족,100만~200만 원,매우 만족,친척·지인 방문,경북
30대,여성,휴양·힐링,해외,,남미,도보,2~3일,가족,30만~50만 원,만족,"해수욕, 물놀이",남미
30대,남성,맛집 투어,국내,충남,,자동차,2~3일,친구,50만~100만 원,보통,도시 관광,충남
30대,남성,"해수욕, 물놀이",국내,제주,,기차,15일 이상,친구,200만 원 이상,불만족,"등산, 캠핑",제주
30대,여성,맛집 투어,해외,,동유럽,항공편,1일,친구,30만~50만 원,불만족,맛집 투어,동유럽
30대,여성,친척·지인 방문,해외,,서유럽,버스,7~15일,연인,30만~50만 원,만족,휴양·힐링,서유럽
30대,여성,"해수욕, 물놀이",해외,,아프리카,기차,2~3일,가족,200만 원 이상,불만족,기타,아프리카
30대,여성,도시 관광,국내,제주,,도보,15일 이상,연인,200만 원 이상,매우 만족,휴양·힐링,제주
30대,여성,도시 관광,해외,,오세아니아,자동차,2~3일,혼자,10만~30만 원,보통,휴양·힐링,오세아니아
30대,남성,문화생활,해외,,아프리카,버스,2~3일,가족,30만~50만 원,매우 불만족,휴양·힐링,아프리카
30대,여성,도시 관광,국내,경북,,기차,2~3일,연인,10만 원 이하,만족,친척·지인 방문,경북
30대,남성,도시 관광,해외,,아프리카,항공편,7~15일,연인,50만~100만 원,매우 만족,"해수욕, 물놀이",아프리카
40대,여성,"등산, 캠핑",해외,,동남아시아,자동차,4~6일,혼자,100만~200만 원,매우 불만족,문화생활,동남아시아
40대,여성,"해수욕, 물놀이",국내,충남,,배,7~15일,기타,10만~30만 원,보통,도시 관광,충남
40대,여성,"해수욕, 물놀이",해외,,북미,배,1일,가족,10만~30만 원,보통,친척·지인 방문,북미
40대,남성,휴양·힐링,해외,,오세아니아,자동차,7~15일,가족,10만 원 이하,매우 만족,친척·지인 방문,오세아니아
40대,여성,"해수욕, 물놀이",국내,대구,,도보,4~6일,혼자,100만~200만 원,보통,맛집 투어,대구
40대,여성,도시 관광,해외,,동남아시아,기차,2~3일,동호회,200만 원 이상,매우 만족,"등산, 캠핑",동남아시아
40대,여성,휴양·힐링,국내,충북,,자동차,15일 이상,연인,30만~50만 원,매우 불만족,"등산, 캠핑",충북
40대,여성,휴양·힐링,국내,경북,,자동차,1일,가족,10만 원 이하,불만족,친척·지인 방문,경북
40대,여성,휴양·힐링,해외,,동남아시아,버스,1일,가족,50만~100만 원,매우 불만족,문화생활,동남아시아
40대,남성,휴양·힐링,해외,,북미,자동차,15일 이상,친구,10만~30만 원,매우 불만족,휴양·힐링,북미
40대,남성,문화생활,해외,,북미,배,7~15일,연인,100만~200만 원,매우 만족,친척·지인 방문,북미
40대,여성,"해수욕, 물놀이",국내,경북,,항공편,7~15일,친구,10만 원 이하,만족,휴양·힐링,경북
40대,여성,휴양·힐링,해외,,서유럽,자동차,1일,가족,10만 원 이하,불만족,문화생활,서유럽
40대,여성,"등산, 캠핑",국내,세종,,도보,4~6일,가족,30만~50만 원,만족,문화생활,세종
40대,남성,"등산, 캠핑",해외,,중동,버스,2~3일,가족,10만 원 이하,불만족,"해수욕, 물놀이",중동
40대,남성,문화생활,해외,,오세아니아,도보,2~3일,가족,100만~200만 원,매우 만족,기타,오세아니아
40대,여성,휴양·힐링,국내,인천,,항공편,15일 이상,혼자,30만~50만 원,매우 불만족,맛집 투어,인천
40대,남성,"해수욕, 물놀이",국내,대구,,자동차,2~3일,연인,200만 원 이상,보통,도시 관광,대구
40대,여성,맛집 투어,국내,서울,,항공편,1일,직장 동료,200만 원 이상,매우 불만족,"해수욕, 물놀이",서울
40대,여성,"등산, 캠핑",해외,,동아시아,자동차,4~6일,가족,10만 원 이하,보통,맛집 투어,동아시아
40대,남성,도시 관광,국내,충남,,기차,4~6일,혼자,200만 원 이상,매우 만족,휴양·힐링,충남
40대,여성,"등산, 캠핑",국내,경북,,버스,4~6일,혼자,100만~200만 원,매우 만족,"등산, 캠핑",경북
40대,여성,"해수욕, 물놀이",국내,전북,,항공편,7~15일,친구,10만~30만 원,매우 만족,"등산, 캠핑",전북
40대,남성,"등산, 캠핑",해외,,동아시아,도보,2~3일,친구,30만~50만 원,불만족,맛집 투어,동아시아
40대,남성,"등산, 캠핑",국내,대전,,자동차,15일 이상,동호회,200만 원 이상,만족,"등산, 캠핑",대전
40대,남성,"등산, 캠핑",국내,대구,,항공편,7~15일,가족,50만~100만 원,매우 불만족,휴양·힐링,대구
40대,여성,"해수욕, 물놀이",국내,광주,,배,15일 이상,가족,10만 원 이하,매우 불만족,휴양·힐링,광주
40대,여성,문화생활,국내,대구,,자동차,7~15일,친구,100만~200만 원,불만족,기타,대구
40대,여성,"해수욕, 물놀이",국내,전북,,버스,2~3일,연인,30만~50만 원,보통,도시 관광,전북
40대,여성,도시 관광,국내,강원,,도보,2~3일,가족,10만~30만 원,매우 불만족,기타,강원
40대,남성,"등산, 캠핑",국내,경남,,자동차,7~15일,혼자,200만 원 이상,매우 만족,친척·지인 방문,경남
40대,여성,"등산, 캠핑",국내,대구,,자동차,4~6일,연인,100만~200만 원,보통,도시 관광,대구
40대,여성,휴양·힐링,국내,전북,,기차,7~15일,가족,30만~50만 원,매우 만족,문화생활,전북
40대,남성,"등산, 캠핑",해외,,북미,도보,2~3일,연인,100만~200만 원,불만족,친척·지인 방문,북미
40대,남성,도시 관광,국내,서울,,기차,2~3일,가족,50만~100만 원,매우 만족,"등산, 캠핑",서울
40대,남성,도시 관광,국내,부산,,기차,4~6일,동호회,30만~50만 원,매우 불만족,문화생활,부산
40대,남성,휴양·힐링,국내,전남,,항공편,15일 이상,연인,30만~50만 원,만족,"해수욕, 물놀이",전남
40대,여성,"등산, 캠핑",국내,제주,,버스,4~6일,혼자,50만~100만 원,매우 불만족,"해수욕, 물놀이",제주
40대,남성,휴양·힐링,국내,대전,,항공편,15일 이상,친구,100만~200만 원,매우 불만족,도시 관광,대전
40대,남성,도시 관광,국내,강원,,자동차,4~6일,가족,50만~100만 원,만족,"등산, 캠핑",강원
40대,여성,"등산, 캠핑",국내,인천,,도보,1일,친구,100만~200만 원,보통,맛집 투어,인천
40대,여성,휴양·힐링,국내,인천,,버스,7~15일,연인,30만~50만 원,만족,"해수욕, 물놀이",인천
40대,남성,"등산, 캠핑",국내,부산,,자동차,2~3일,연인,30만~50만 원,보통,기타,부산
40대,여성,도시 관광,국내,제주,,항공편,7~15일,가족,200만 원 이상,매우 만족,휴양·힐링,제주
40대,여성,문화생활,국내,울산,,자동차,2~3일,직장 동료,200만 원 이상,보통,친척·지인 방문,울산
40대,남성,"등산, 캠핑",국내,광주,,배,2~3일,친구,50만~100만 원,매우 불만족,도시 관광,광주
40대,여성,문화생활,국내,경북,,배,15일 이상,가족,100만~200만 원,보통,"등산, 캠핑",경북
40대,남성,도시 관광,국내,경북,,항공편,4~6일,연인,50만~100만 원,매우 만족,도시 관광,경북
40대,여성,문화생활,국내,충북,,도보,7~15일,혼자,100만~200만 원,보통,친척·지인 방문,충북
40대,남성,도시 관광,국내,부산,,자동차,15일 이상,가족,50만~100만 원,매우 불만족,휴양·힐링,부산
40대,남성,"해수욕, 물놀이",국내,충북,,자동차,2~3일,가족,10만 원 이하,만족,친척·지인 방문,충북
40대,남성,휴양·힐링,국내,충북,,항공편,2~3일,가족,30만~50만 원,보통,"등산, 캠핑",충북
40대,남성,"등산, 캠핑",국내,전남,,기차,15일 이상,친구,50만~100만 원,보통,기타,전남
40대,남성,문화생활,국내,경남,,버스,1일,연인,200만 원 이상,보통,친척·지인 방문,경남
40대,남성,도시 관광,국내,대구,,배,4~6일,가족,10만 원 이하,불만족,기타,대구
40대,남성,"해수욕, 물놀이",국내,충남,,도보,15일 이상,동호회,10만 원 이하,보통,도시 관광,충남
40대,남성,"등산, 캠핑",해외,,오세아니아,버스,1일,직장 동료,10만~30만 원,보통,"해수욕, 물놀이",오세아니아
40대,남성,문화생활,국내,부산,,도보,2~3일,친구,10만~30만 원,불만족,"등산, 캠핑",부산
40대,여성,휴양·힐링,해외,,동남아시아,기차,7~15일,가족,200만 원 이상,매우 만족,기타,동남아시아
40대,여성,문화생활,해외,,동아시아,배,15일 이상,친구,30만~50만 원,보통,맛집 투어,동아시아
40대,남성,"해수욕, 물놀이",국내,충남,,도보,4~6일,가족,10만 원 이하,불만족,문화생활,충남
40대,여성,도시 관광,해외,,동유럽,배,4~6일,가족,10만~30만 원,불만족,맛집 투어,동유럽
40대,여성,문화생활,해외,,동아시아,자동차,4~6일,친구,10만~30만 원,불만족,"등산, 캠핑",동아시아
40대,여성,"등산, 캠핑",해외,,중동,기차,4~6일,혼자,200만 원 이상,불만족,친척·지인 방문,중동
40대,남성,"등산, 캠핑",국내,서울,,항공편,1일,연인,50만~100만 원,매우 만족,"해수욕, 물놀이",서울
40대,남성,문화생활,국내,인천,,자동차,1일,친구,50만~100만 원,만족,맛집 투어,인천
40대,여성,도시 관광,국내,부산,,자동차,4~6일,가족,10만 원 이하,매우 만족,"해수욕, 물놀이",부산
40대,여성,"등산, 캠핑",해외,,오세아니아,자동차,1일,친구,10만~30만 원,만족,맛집 투어,오세아니아
40대,여성,"해수욕, 물놀이",국내,울산,,기차,2~3일,가족,10만~30만 원,매우 만족,친척·지인 방문,울산
40대,남성,휴양·힐링,해외,,남미,항공편,7~15일,혼자,100만~200만 원,불만족,기타,남미
40대,남성,"등산, 캠핑",국내,울산,,기차,15일 이상,혼자,10만~30만 원,보통,친척·지인 방문,울산
40대,여성,"등산, 캠핑",국내,인천,,자동차,1일,가족,50만~100만 원,불만족,친척·지인 방문,인천
40대,여성,문화생활,국내,광주,,기차,15일 이상,친구,50만~100만 원,보통,도시 관광,광주
40대,남성,도시 관광,국내,부산,,기차,2~3일,가족,200만 원 이상,매우 만족,"등산, 캠핑",부산
40대,여성,문화생활,해외,,북미,항공편,7~15일,혼자,100만~200만 원,매우 만족,친척·지인 방문,북미
40대,여성,"등산, 캠핑",국내,경북,,기차,4~6일,연인,10만 원 이하,보통,기타,경북
40대,여성,"해수욕, 물놀이",해외,,중동,자동차,4~6일,친구,200만 원 이상,보통,"등산, 캠핑",중동
40대,여성,"등산, 캠핑",국내,경북,,배,15일 이상,동호회,10만~30만 원,매우 불만족,"등산, 캠핑",경북
40대,남성,"등산, 캠핑",국내,대구,,배,4~6일,연인,100만~200만 원,매우 만족,휴양·힐링,대구
40대,여성,"해수욕, 물놀이",해외,,오세아니아,기차,1일,가족,10만 원 이하,만족,문화생활,오세아니아
40대,남성,휴양·힐링,해외,,오세아니아,기차,15일 이상,가족,200만 원 이상,불만족,"해수욕, 물놀이",오세아니아
40대,남성,문화생활,해외,,북미,기차,2~3일,가족,10만~30만 원,매우 불만족,도시 관광,북미
40대,남성,휴양·힐링,국내,인천,,자동차,7~15일,가족,10만~30만 원,매우 만족,문화생활,인천
40대,여성,"등산, 캠핑",국내,경북,,버스,2~3일,동호회,10만~30만 원,매우 불만족,문화생활,경북
40대,남성,도시 관광,국내,충북,,도보,4~6일,친구,30만~50만 원,보통,친척·지인 방문,충북
40대,여성,휴양·힐링,해외,,중동,기차,15일 이상,동호회,50만~100만 원,매우 불만족,"등산, 캠핑",중동
40대,남성,"해수욕, 물놀이",국내,세종,,도보,2~3일,직장 동료,10만 원 이하,매우 불만족,기타,세종
40대,남성,"등산, 캠핑",국내,대전,,버스,4~6일,가족,200만 원 이상,불만족,친척·지인 방문,대전
40대,여성,"등산, 캠핑",해외,,오세아니아,자동차,7~15일,연인,200만 원 이상,매우 만족,기타,오세아니아
40대,여성,"등산, 캠핑",해외,,오세아니아,자동차,4~6일,가족,10만 원 이하,매우 만족,도시 관광,오세아니아
40대,여성,휴양·힐링,국내,울산,,기차,2~3일,가족,200만 원 이상,매우 불만족,문화생활,울산
40대,여성,"등산, 캠핑",국내,부산,,도보,15일 이상,직장 동료,10만~30만 원,만족,"해수욕, 물놀이",부산
40대,여성,휴양·힐링,국내,충북,,버스,2~3일,가족,10만 원 이하,보통,"등산, 캠핑",충북
40대,여성,"등산, 캠핑",해외,,중동,버스,1일,혼자,10만~30만 원,보통,문화생활,중동
40대,여성,"해수욕, 물놀이",국내,전남,,버스,2~3일,혼자,10만 원 이하,매우 불만족,휴양·힐링,전남
40대,남성,"해수욕, 물놀이",해외,,오세아니아,도보,15일 이상,친구,50만~100만 원,보통,"등산, 캠핑",오세아니아
40대,여성,"등산, 캠핑",국내,광주,,버스,2~3일,가족,10만 원 이하,불만족,맛집 투어,광주
40대,여성,"등산, 캠핑",해외,,동유럽,도보,1일,가족,30만~50만 원,매우 만족,도시 관광,동유럽
40대,남성,휴양·힐링,국내,강원,,버스,4~6일,가족,10만~30만 원,보통,"해수욕, 물놀이",강원
40대,여성,"등산, 캠핑",해외,,중동,배,4~6일,동호회,10만 원 이하,만족,기타,중동
50대,여성,"해수욕, 물놀이",해외,,동유럽,배,7~15일,친구,100만~200만 원,매우 만족,도시 관광,동유럽
50대,남성,휴양·힐링,국내,경남,,자동차,2~3일,가족,50만~100만 원,불만족,"해수욕, 물놀이",경남
50대,남성,"등산, 캠핑",국내,대전,,배,15일 이상,가족,10만 원 이하,만족,"등산, 캠핑",대전
50대,여성,"해수욕, 물놀이",국내,전북,,버스,1일,혼자,10만~30만 원,매우 만족,기타,전북
50대,남성,"등산, 캠핑",국내,전북,,기차,7~15일,가족,10만~30만 원,매우 만족,"해수욕, 물놀이",전북
50대,남성,문화생활,국내,부산,,버스,2~3일,친구,30만~50만 원,만족,도시 관광,부산
50대,남성,"해수욕, 물놀이",국내,서울,,버스,1일,혼자,200만 원 이상,매우 불만족,"해수욕, 물놀이",서울
50대,남성,"등산, 캠핑",국내,울산,,배,4~6일,동호회,50만~100만 원,만족,기타,울산
50대,여성,휴양·힐링,국내,대전,,배,4~6일,가족,50만~100만 원,매우 만족,"등산, 캠핑",대전
50대,여성,"등산, 캠핑",국내,인천,,기차,15일 이상,가족,100만~200만 원,불만족,"해수욕, 물놀이",인천
50대,여성,"해수욕, 물놀이",해외,,오세아니아,배,4~6일,연인,200만 원 이상,매우 만족,도시 관광,오세아니아
50대,여성,"등산, 캠핑",국내,전북,,도보,7~15일,직장 동료,10만 원 이하,만족,기타,전북
50대,여성,휴양·힐링,국내,충남,,배,4~6일,기타,50만~100만 원,만족,"해수욕, 물놀이",충남
50대,여성,"등산, 캠핑",국내,인천,,항공편,4~6일,연인,10만 원 이하,불만족,친척·지인 방문,인천
50대,남성,문화생활,국내,세종,,도보,1일,연인,10만 원 이하,불만족,친척·지인 방문,세종
50대,남성,"해수욕, 물놀이",국내,강원,,버스,4~6일,혼자,10만 원 이하,매우 불만족,기타,강원
50대,남성,"등산, 캠핑",국내,인천,,기차,15일 이상,동호회,30만~50만 원,보통,"해수욕, 물놀이",인천
50대,남성,"등산, 캠핑",해외,,동아시아,도보,2~3일,연인,10만 원 이하,매우 만족,친척·지인 방문,동아시아
50대,남성,휴양·힐링,국내,경남,,기차,15일 이상,가족,10만~30만 원,매우 만족,문화생활,경남
50대,여성,"해수욕, 물놀이",국내,대전,,자동차,4~6일,연인,30만~50만 원,불만족,휴양·힐링,대전
50대,여성,"등산, 캠핑",국내,제주,,배,4~6일,가족,10만 원 이하,매우 만족,휴양·힐링,제주
50대,남성,"등산, 캠핑",국내,충북,,도보,1일,동호회,100만~200만 원,만족,친척·지인 방문,충북
50대,남성,문화생활,국내,제주,,배,4~6일,가족,10만~30만 원,불만족,문화생활,제주
50대,남성,"등산, 캠핑",국내,대구,,기차,4~6일,연인,100만~200만 원,만족,친척·지인 방문,대구
50대,남성,"등산, 캠핑",국내,서울,,도보,15일 이상,연인,10만 원 이하,보통,"해수욕, 물놀이",서울
50대,남성,"등산, 캠핑",국내,제주,,항공편,4~6일,연인,50만~100만 원,만족,"등산, 캠핑",제주
50대,남성,"등산, 캠핑",국내,경북,,기차,1일,가족,50만~100만 원,매우 불만족,기타,경북
50대,남성,휴양·힐링,국내,대구,,배,15일 이상,연인,50만~100만 원,매우 만족,휴양·힐링,대구
50대,남성,"해수욕, 물놀이",해외,,오세아니아,배,15일 이상,가족,200만 원 이상,만족,"등산, 캠핑",오세아니아
50대,남성,휴양·힐링,국내,서울,,도보,1일,연인,10만 원 이하,보통,휴양·힐링,서울
